grid,constructor,year,round,driverRef,q
9,Toro Rosso,2014,4,vergne,1:56.773
10,Lotus F1,2014,4,grosjean,1:57.079
11,Ferrari,2014,4,raikkonen,1:56.860
12,McLaren,2014,4,button,1:56.963
13,Toro Rosso,2014,4,kvyat,1:57.289
14,Sauber,2014,4,sutil,1:57.393
15,McLaren,2014,4,kevin_magnussen,1:57.675
16,Force India,2014,4,perez,1:58.264
17,Sauber,2014,4,gutierrez,1:58.988
18,Caterham,2014,4,kobayashi,1:59.260
19,Marussia,2014,4,jules_bianchi,1:59.326
20,Caterham,2014,4,ericsson,2:00.646
21,Marussia,2014,4,chilton,2:00.865
1,Mercedes,2014,5,hamilton,1:25.232
2,Mercedes,2014,5,rosberg,1:25.400
3,Red Bull,2014,5,ricciardo,1:26.285
4,Williams,2014,5,bottas,1:26.632
5,Lotus F1,2014,5,grosjean,1:26.960
6,Ferrari,2014,5,raikkonen,1:27.104
7,Ferrari,2014,5,alonso,1:27.140
8,McLaren,2014,5,button,1:27.335
9,Williams,2014,5,massa,1:27.402
10,Red Bull,2014,5,vettel,1:27.052
11,Force India,2014,5,hulkenberg,1:27.685
12,Force India,2014,5,perez,1:28.002
13,Toro Rosso,2014,5,kvyat,1:28.039
14,Sauber,2014,5,gutierrez,1:28.280
15,McLaren,2014,5,kevin_magnussen,1:28.389
16,Toro Rosso,2014,5,vergne,1:28.194
17,Sauber,2014,5,sutil,1:28.563
18,Marussia,2014,5,chilton,1:29.586
19,Marussia,2014,5,jules_bianchi,1:30.177
20,Caterham,2014,5,ericsson,1:30.312
21,Caterham,2014,5,kobayashi,1:30.375
1,Mercedes,2014,6,rosberg,1:15.989
2,Mercedes,2014,6,hamilton,1:16.048
3,Red Bull,2014,6,ricciardo,1:16.384
4,Red Bull,2014,6,vettel,1:16.547
5,Ferrari,2014,6,alonso,1:16.686
6,Ferrari,2014,6,raikkonen,1:17.389
7,Toro Rosso,2014,6,vergne,1:17.540
8,McLaren,2014,6,kevin_magnussen,1:17.555
9,Toro Rosso,2014,6,kvyat,1:18.090
10,Force India,2014,6,perez,1:18.327
11,Force India,2014,6,hulkenberg,1:17.846
12,McLaren,2014,6,button,1:17.988
13,Williams,2014,6,bottas,1:18.082
14,Lotus F1,2014,6,grosjean,1:18.196
15,Lotus F1,2014,6,maldonado,1:18.356
16,Williams,2014,6,massa,1:18.209
17,Sauber,2014,6,gutierrez,1:18.741
18,Sauber,2014,6,sutil,1:18.745
19,Marussia,2014,6,jules_bianchi,1:19.332
20,Marussia,2014,6,chilton,1:19.928
21,Caterham,2014,6,kobayashi,1:20.133
22,Caterham,2014,6,ericsson,1:21.732
1,Mercedes,2014,7,rosberg,1:14.874
2,Mercedes,2014,7,hamilton,1:14.953
3,Red Bull,2014,7,vettel,1:15.548
4,Williams,2014,7,bottas,1:15.550
5,Williams,2014,7,massa,1:15.578
6,Red Bull,2014,7,ricciardo,1:15.589
7,Ferrari,2014,7,alonso,1:15.814
8,Toro Rosso,2014,7,vergne,1:16.162
9,McLaren,2014,7,button,1:16.182
10,Ferrari,2014,7,raikkonen,1:16.214
11,Force India,2014,7,hulkenberg,1:16.300
12,McLaren,2014,7,kevin_magnussen,1:16.310
13,Force India,2014,7,perez,1:16.472
14,Lotus F1,2014,7,grosjean,1:16.687
15,Toro Rosso,2014,7,kvyat,1:16.713
16,Sauber,2014,7,sutil,1:17.314
17,Lotus F1,2014,7,maldonado,1:18.328
18,Marussia,2014,7,chilton,1:18.348
19,Marussia,2014,7,jules_bianchi,1:18.359
20,Caterham,2014,7,kobayashi,1:19.278
21,Caterham,2014,7,ericsson,1:19.820
1,Williams,2014,8,massa,1:08.759
2,Williams,2014,8,bottas,1:08.846
3,Mercedes,2014,8,rosberg,1:08.944
4,Ferrari,2014,8,alonso,1:09.285
5,Red Bull,2014,8,ricciardo,1:09.466
6,McLaren,2014,8,kevin_magnussen,1:09.515
7,Toro Rosso,2014,8,kvyat,1:09.619
8,Ferrari,2014,8,raikkonen,1:10.795
9,Mercedes,2014,8,hamilton,1:09.092
10,Force India,2014,8,hulkenberg,1:09.624
11,Force India,2014,8,perez,1:09.754
12,McLaren,2014,8,button,1:09.780
13,Red Bull,2014,8,vettel,1:09.801
14,Lotus F1,2014,8,maldonado,1:09.939
15,Toro Rosso,2014,8,vergne,1:10.073
16,Lotus F1,2014,8,grosjean,1:10.642
17,Sauber,2014,8,sutil,1:10.825
18,Sauber,2014,8,gutierrez,1:11.349
19,Marussia,2014,8,jules_bianchi,1:11.412
20,Caterham,2014,8,kobayashi,1:11.673
21,Marussia,2014,8,chilton,1:11.775
22,Caterham,2014,8,ericsson,1:12.673
1,Mercedes,2014,9,rosberg,1:35.766
2,Red Bull,2014,9,vettel,1:37.386
3,McLaren,2014,9,button,1:38.200
4,Force India,2014,9,hulkenberg,1:38.329
5,McLaren,2014,9,kevin_magnussen,1:38.417
6,Mercedes,2014,9,hamilton,1:39.232
7,Force India,2014,9,perez,1:40.457
8,Red Bull,2014,9,ricciardo,1:40.606
9,Toro Rosso,2014,9,kvyat,1:40.707
10,Toro Rosso,2014,9,vergne,1:40.855
11,Lotus F1,2014,9,grosjean,1:38.496
12,Marussia,2014,9,jules_bianchi,1:38.709
13,Marussia,2014,9,chilton,1:39.800
14,Sauber,2014,9,gutierrez,1:40.912
15,Lotus F1,2014,9,maldonado,1:44.018
16,Sauber,2014,9,sutil,1:42.603
17,Williams,2014,9,bottas,1:45.318
18,Williams,2014,9,massa,1:45.695
19,Ferrari,2014,9,alonso,1:45.935
20,Ferrari,2014,9,raikkonen,1:46.684
21,Caterham,2014,9,ericsson,1:49.421
22,Caterham,2014,9,kobayashi,1:49.625
1,Mercedes,2014,10,rosberg,1:16.540
2,Williams,2014,10,bottas,1:16.759
3,Williams,2014,10,massa,1:17.078
4,McLaren,2014,10,kevin_magnussen,1:17.214
5,Red Bull,2014,10,ricciardo,1:17.273
6,Red Bull,2014,10,vettel,1:17.577
7,Ferrari,2014,10,alonso,1:17.649
8,Toro Rosso,2014,10,kvyat,1:17.965
9,Force India,2014,10,hulkenberg,1:18.014
10,Force India,2014,10,perez,1:18.035
11,McLaren,2014,10,button,1:18.193
12,Ferrari,2014,10,raikkonen,1:18.273
13,Toro Rosso,2014,10,vergne,1:18.285
14,Sauber,2014,10,gutierrez,1:18.787
15,Lotus F1,2014,10,grosjean,1:18.983
16,Mercedes,2014,10,hamilton,1:18.683
17,Sauber,2014,10,sutil,1:19.142
18,Marussia,2014,10,jules_bianchi,1:19.676
19,Lotus F1,2014,10,maldonado,1:20.195
20,Caterham,2014,10,kobayashi,1:20.408
21,Marussia,2014,10,chilton,1:20.489
1,Mercedes,2014,11,rosberg,1:22.715
2,Red Bull,2014,11,vettel,1:23.201
3,Williams,2014,11,bottas,1:23.354
4,Red Bull,2014,11,ricciardo,1:23.391
5,Ferrari,2014,11,alonso,1:23.909
6,Williams,2014,11,massa,1:24.223
7,McLaren,2014,11,button,1:24.294
8,Toro Rosso,2014,11,vergne,1:24.720
9,Force India,2014,11,hulkenberg,1:24.775
10,McLaren,2014,11,kevin_magnussen,1:24.585
11,Toro Rosso,2014,11,kvyat,1:24.706
12,Sauber,2014,11,sutil,1:25.136
13,Force India,2014,11,perez,1:25.211
14,Sauber,2014,11,gutierrez,1:25.260
15,Lotus F1,2014,11,grosjean,1:25.337
16,Marussia,2014,11,jules_bianchi,1:27.419
17,Ferrari,2014,11,raikkonen,1:26.792
18,Caterham,2014,11,kobayashi,1:27.139
19,Marussia,2014,11,chilton,1:27.819
20,Caterham,2014,11,ericsson,1:28.643
1,Mercedes,2014,12,rosberg,2:05.591
2,Mercedes,2014,12,hamilton,2:05.819
3,Red Bull,2014,12,vettel,2:07.717
4,Ferrari,2014,12,alonso,2:07.786
5,Red Bull,2014,12,ricciardo,2:07.911
6,Williams,2014,12,bottas,2:08.049
7,McLaren,2014,12,kevin_magnussen,2:08.679
8,Ferrari,2014,12,raikkonen,2:08.780
9,Williams,2014,12,massa,2:09.178
10,McLaren,2014,12,button,2:09.776
11,Toro Rosso,2014,12,kvyat,2:09.377
12,Toro Rosso,2014,12,vergne,2:09.805
13,Force India,2014,12,perez,2:10.084
14,Sauber,2014,12,sutil,2:10.238
15,Lotus F1,2014,12,grosjean,2:11.087
16,Marussia,2014,12,jules_bianchi,2:12.470
17,Lotus F1,2014,12,maldonado,2:11.261
18,Force India,2014,12,hulkenberg,2:11.267
19,Marussia,2014,12,chilton,2:12.566
20,Sauber,2014,12,gutierrez,2:13.414
21,Caterham,2014,12,lotterer,2:13.469
22,Caterham,2014,12,ericsson,2:14.438
1,Mercedes,2014,13,hamilton,1:24.109
2,Mercedes,2014,13,rosberg,1:24.383
3,Williams,2014,13,bottas,1:24.697
4,Williams,2014,13,massa,1:24.865
5,McLaren,2014,13,kevin_magnussen,1:25.314
6,McLaren,2014,13,button,1:25.379
7,Ferrari,2014,13,alonso,1:25.430
8,Red Bull,2014,13,vettel,1:25.436
9,Red Bull,2014,13,ricciardo,1:25.709
10,Force India,2014,13,perez,1:25.944
11,Toro Rosso,2014,13,kvyat,1:26.070
12,Ferrari,2014,13,raikkonen,1:26.110
13,Toro Rosso,2014,13,vergne,1:26.157
14,Force India,2014,13,hulkenberg,1:26.279
15,Sauber,2014,13,sutil,1:26.588
16,Sauber,2014,13,gutierrez,1:26.692
17,Lotus F1,2014,13,maldonado,1:27.520
18,Lotus F1,2014,13,grosjean,1:27.632
19,Caterham,2014,13,kobayashi,1:27.671
20,Marussia,2014,13,jules_bianchi,1:27.738
21,Marussia,2014,13,chilton,1:28.247
22,Caterham,2014,13,ericsson,1:28.562
1,Mercedes,2014,14,hamilton,1:45.681
2,Mercedes,2014,14,rosberg,1:45.688
3,Red Bull,2014,14,ricciardo,1:45.854
4,Red Bull,2014,14,vettel,1:45.902
5,Ferrari,2014,14,alonso,1:45.907
6,Williams,2014,14,massa,1:46.000
7,Ferrari,2014,14,raikkonen,1:46.170
8,Williams,2014,14,bottas,1:46.187
9,McLaren,2014,14,kevin_magnussen,1:46.250
10,Toro Rosso,2014,14,kvyat,1:47.362
11,McLaren,2014,14,button,1:46.943
12,Toro Rosso,2014,14,vergne,1:46.989
13,Force India,2014,14,hulkenberg,1:47.308
14,Sauber,2014,14,gutierrez,1:47.333
15,Force India,2014,14,perez,1:47.575
16,Lotus F1,2014,14,grosjean,1:47.812
17,Sauber,2014,14,sutil,1:48.324
18,Lotus F1,2014,14,maldonado,1:49.063
19,Marussia,2014,14,jules_bianchi,1:49.440
20,Caterham,2014,14,kobayashi,1:50.405
21,Marussia,2014,14,chilton,1:50.473
22,Caterham,2014,14,ericsson,1:52.287
1,Mercedes,2014,15,rosberg,1:32.506
2,Mercedes,2014,15,hamilton,1:32.703
3,Williams,2014,15,bottas,1:33.128
4,Williams,2014,15,massa,1:33.527
5,Ferrari,2014,15,alonso,1:33.740
6,Red Bull,2014,15,ricciardo,1:34.075
7,McLaren,2014,15,kevin_magnussen,1:34.242
8,McLaren,2014,15,button,1:34.317
9,Red Bull,2014,15,vettel,1:34.432
10,Ferrari,2014,15,raikkonen,1:34.548
11,Toro Rosso,2014,15,vergne,1:34.984
12,Force India,2014,15,perez,1:35.089
13,Toro Rosso,2014,15,kvyat,1:35.092
14,Force India,2014,15,hulkenberg,1:35.099
15,Sauber,2014,15,sutil,1:35.364
16,Sauber,2014,15,gutierrez,1:35.681
17,Lotus F1,2014,15,maldonado,1:35.917
18,Lotus F1,2014,15,grosjean,1:35.984
19,Caterham,2014,15,ericsson,1:36.813
20,Marussia,2014,15,jules_bianchi,1:36.943
21,Caterham,2014,15,kobayashi,1:37.015
22,Marussia,2014,15,chilton,1:37.481
1,Mercedes,2014,16,hamilton,1:38.513
2,Mercedes,2014,16,rosberg,1:38.713
3,Williams,2014,16,bottas,1:38.920
4,McLaren,2014,16,button,1:39.121
5,Toro Rosso,2014,16,kvyat,1:39.277
6,McLaren,2014,16,kevin_magnussen,1:39.629
7,Red Bull,2014,16,ricciardo,1:39.635
8,Ferrari,2014,16,alonso,1:39.709
9,Ferrari,2014,16,raikkonen,1:39.771
10,Toro Rosso,2014,16,vergne,1:40.020
11,Red Bull,2014,16,vettel,1:40.052
12,Force India,2014,16,hulkenberg,1:40.058
13,Force India,2014,16,perez,1:40.163
14,Sauber,2014,16,gutierrez,1:40.536
15,Sauber,2014,16,sutil,1:40.984
16,Lotus F1,2014,16,grosjean,1:41.397
17,Caterham,2014,16,ericsson,1:42.648
18,Williams,2014,16,massa,1:43.064
19,Caterham,2014,16,kobayashi,1:43.166
20,Lotus F1,2014,16,maldonado,1:43.205
21,Marussia,2014,16,chilton,1:43.649
1,Mercedes,2014,17,rosberg,1:36.067
2,Mercedes,2014,17,hamilton,1:36.443
3,Williams,2014,17,bottas,1:36.906
4,Williams,2014,17,massa,1:37.205
5,Red Bull,2014,17,ricciardo,1:37.244
6,Ferrari,2014,17,alonso,1:37.610
7,McLaren,2014,17,button,1:37.655
8,McLaren,2014,17,kevin_magnussen,1:37.706
9,Ferrari,2014,17,raikkonen,1:37.804
10,Sauber,2014,17,sutil,1:38.810
11,Lotus F1,2014,17,maldonado,1:38.467
12,Force India,2014,17,perez,1:38.554
13,Force India,2014,17,hulkenberg,1:38.598
14,Toro Rosso,2014,17,kvyat,1:38.699
15,Toro Rosso,2014,17,vergne,1:39.250
16,Sauber,2014,17,gutierrez,1:39.555
17,Red Bull,2014,17,vettel,1:39.621
18,Lotus F1,2014,17,grosjean,1:39.679
1,Mercedes,2014,18,rosberg,1:10.023
2,Mercedes,2014,18,hamilton,1:10.056
3,Williams,2014,18,massa,1:10.247
4,Williams,2014,18,bottas,1:10.305
5,McLaren,2014,18,button,1:10.930
6,Red Bull,2014,18,vettel,1:10.938
7,McLaren,2014,18,kevin_magnussen,1:10.969
8,Ferrari,2014,18,alonso,1:10.977
9,Red Bull,2014,18,ricciardo,1:11.075
10,Ferrari,2014,18,raikkonen,1:11.099
11,Sauber,2014,18,gutierrez,1:11.591
12,Force India,2014,18,hulkenberg,1:11.976
13,Sauber,2014,18,sutil,1:12.099
14,Toro Rosso,2014,18,kvyat,1:11.423
15,Lotus F1,2014,18,grosjean,1:12.037
16,Toro Rosso,2014,18,vergne,1:12.040
17,Force India,2014,18,perez,1:12.076
18,Lotus F1,2014,18,maldonado,1:12.233
15,Sauber,2014,19,gutierrez,1:42.819
14,Lotus F1,2014,19,grosjean,1:42.768
13,Sauber,2014,19,sutil,1:43.074
12,Force India,2014,19,hulkenberg,1:42.384
11,Force India,2014,19,perez,1:42.239
10,Toro Rosso,2014,19,vergne,1:42.207
9,McLaren,2014,19,kevin_magnussen,1:42.198
8,Ferrari,2014,19,alonso,1:42.866
7,Ferrari,2014,19,raikkonen,1:42.236
6,McLaren,2014,19,button,1:41.964
5,Toro Rosso,2014,19,kvyat,1:41.908
4,Williams,2014,19,massa,1:41.119
3,Williams,2014,19,bottas,1:41.025
2,Mercedes,2014,19,hamilton,1:40.866
1,Mercedes,2014,19,rosberg,1:40.480
16,Lotus F1,2014,19,maldonado,1:42.860
17,Caterham,2014,19,kobayashi,1:44.540
18,Caterham,2014,19,stevens,1:45.095
1,Mercedes,2015,1,hamilton,1:26.327
2,Mercedes,2015,1,rosberg,1:26.921
3,Williams,2015,1,massa,1:27.718
4,Ferrari,2015,1,vettel,1:27.757
5,Ferrari,2015,1,raikkonen,1:27.790
6,Williams,2015,1,bottas,1:28.087
7,Red Bull,2015,1,ricciardo,1:28.329
8,Toro Rosso,2015,1,sainz,1:28.510
9,Lotus F1,2015,1,grosjean,1:28.560
10,Lotus F1,2015,1,maldonado,1:29.480
11,Sauber,2015,1,nasr,1:28.800
12,Toro Rosso,2015,1,max_verstappen,1:28.868
13,Red Bull,2015,1,kvyat,1:29.070
14,Force India,2015,1,hulkenberg,1:29.208
15,Force India,2015,1,perez,1:29.209
16,Sauber,2015,1,ericsson,1:31.376
17,McLaren,2015,1,button,1:31.422
18,McLaren,2015,1,kevin_magnussen,1:32.037
1,Mercedes,2015,2,hamilton,1:49.834
2,Ferrari,2015,2,vettel,1:49.908
3,Mercedes,2015,2,rosberg,1:50.299
4,Red Bull,2015,2,ricciardo,1:51.541
5,Red Bull,2015,2,kvyat,1:51.951
6,Toro Rosso,2015,2,max_verstappen,1:51.981
7,Williams,2015,2,massa,1:52.473
8,Lotus F1,2015,2,grosjean,1:52.981
9,Williams,2015,2,bottas,1:53.179
10,Sauber,2015,2,ericsson,1:53.261
11,Ferrari,2015,2,raikkonen,1:42.173
12,Lotus F1,2015,2,maldonado,1:42.198
13,Force India,2015,2,hulkenberg,1:43.023
14,Force India,2015,2,perez,1:43.469
15,Toro Rosso,2015,2,sainz,1:43.701
16,Sauber,2015,2,nasr,1:41.308
17,McLaren,2015,2,button,1:41.636
18,McLaren,2015,2,alonso,1:41.746
19,Manor Marussia,2015,2,merhi,1:46.677
1,Mercedes,2015,3,hamilton,1:35.782
2,Mercedes,2015,3,rosberg,1:35.828
3,Ferrari,2015,3,vettel,1:36.687
4,Williams,2015,3,massa,1:36.954
5,Williams,2015,3,bottas,1:37.143
6,Ferrari,2015,3,raikkonen,1:37.232
7,Red Bull,2015,3,ricciardo,1:37.540
8,Lotus F1,2015,3,grosjean,1:37.905
9,Sauber,2015,3,nasr,1:38.067
10,Sauber,2015,3,ericsson,1:38.158
11,Lotus F1,2015,3,maldonado,1:38.134
12,Red Bull,2015,3,kvyat,1:38.209
13,Toro Rosso,2015,3,max_verstappen,1:38.393
14,Toro Rosso,2015,3,sainz,1:38.538
15,Force India,2015,3,perez,1:39.290
16,Force India,2015,3,hulkenberg,1:39.216
17,McLaren,2015,3,button,1:39.276
18,McLaren,2015,3,alonso,1:39.280
19,Manor Marussia,2015,3,stevens,1:42.091
20,Manor Marussia,2015,3,merhi,1:42.842
1,Mercedes,2015,4,hamilton,1:32.571
2,Ferrari,2015,4,vettel,1:32.982
3,Mercedes,2015,4,rosberg,1:33.129
4,Ferrari,2015,4,raikkonen,1:33.227
5,Williams,2015,4,bottas,1:33.381
6,Williams,2015,4,massa,1:33.744
7,Red Bull,2015,4,ricciardo,1:33.832
8,Force India,2015,4,hulkenberg,1:34.450
9,Toro Rosso,2015,4,sainz,1:34.462
10,Lotus F1,2015,4,grosjean,1:34.484
11,Force India,2015,4,perez,1:34.704
12,Sauber,2015,4,nasr,1:34.737
13,Sauber,2015,4,ericsson,1:35.034
14,McLaren,2015,4,alonso,1:35.039
15,Toro Rosso,2015,4,max_verstappen,1:35.103
16,Lotus F1,2015,4,maldonado,1:35.677
17,Red Bull,2015,4,kvyat,1:35.800
18,Manor Marussia,2015,4,stevens,1:38.713
19,Manor Marussia,2015,4,merhi,1:39.722
1,Mercedes,2015,5,rosberg,1:24.681
2,Mercedes,2015,5,hamilton,1:24.948
3,Ferrari,2015,5,vettel,1:25.458
4,Williams,2015,5,bottas,1:25.694
5,Toro Rosso,2015,5,sainz,1:26.136
6,Toro Rosso,2015,5,max_verstappen,1:26.249
7,Ferrari,2015,5,raikkonen,1:26.414
8,Red Bull,2015,5,kvyat,1:26.629
9,Williams,2015,5,massa,1:26.757
10,Red Bull,2015,5,ricciardo,1:26.770
11,Lotus F1,2015,5,grosjean,1:27.375
12,Lotus F1,2015,5,maldonado,1:27.450
13,McLaren,2015,5,alonso,1:27.760
14,McLaren,2015,5,button,1:27.854
15,Sauber,2015,5,nasr,1:28.005
16,Sauber,2015,5,ericsson,1:28.112
17,Force India,2015,5,hulkenberg,1:28.365
18,Force India,2015,5,perez,1:28.442
19,Manor Marussia,2015,5,stevens,1:31.200
20,Manor Marussia,2015,5,merhi,1:32.038
1,Mercedes,2015,6,hamilton,1:15.098
2,Mercedes,2015,6,rosberg,1:15.440
3,Ferrari,2015,6,vettel,1:15.849
4,Red Bull,2015,6,ricciardo,1:16.041
5,Red Bull,2015,6,kvyat,1:16.182
6,Ferrari,2015,6,raikkonen,1:16.427
7,Force India,2015,6,perez,1:16.808
8,Toro Rosso,2015,6,sainz,1:16.931
9,Lotus F1,2015,6,maldonado,1:16.946
10,Toro Rosso,2015,6,max_verstappen,1:16.957
11,Lotus F1,2015,6,grosjean,1:17.007
12,McLaren,2015,6,button,1:17.093
13,Force India,2015,6,hulkenberg,1:17.193
14,Williams,2015,6,massa,1:17.278
15,McLaren,2015,6,alonso,1:26.632
16,Sauber,2015,6,nasr,1:18.101
17,Williams,2015,6,bottas,1:18.434
18,Sauber,2015,6,ericsson,1:18.513
19,Manor Marussia,2015,6,stevens,1:20.655
20,Manor Marussia,2015,6,merhi,1:20.904
1,Mercedes,2015,7,hamilton,1:14.393
2,Mercedes,2015,7,rosberg,1:14.702
3,Ferrari,2015,7,raikkonen,1:15.014
4,Williams,2015,7,bottas,1:15.102
5,Lotus F1,2015,7,grosjean,1:15.194
6,Lotus F1,2015,7,maldonado,1:15.329
7,Force India,2015,7,hulkenberg,1:15.614
8,Red Bull,2015,7,kvyat,1:16.079
9,Red Bull,2015,7,ricciardo,1:16.114
10,Force India,2015,7,perez,1:16.338
11,Toro Rosso,2015,7,sainz,1:16.042
12,Toro Rosso,2015,7,max_verstappen,1:16.245
13,Sauber,2015,7,ericsson,1:16.262
14,McLaren,2015,7,alonso,1:16.276
15,Sauber,2015,7,nasr,1:16.620
16,Ferrari,2015,7,vettel,1:17.344
17,Williams,2015,7,massa,1:17.886
18,Manor Marussia,2015,7,merhi,1:19.133
19,Manor Marussia,2015,7,stevens,1:19.157
1,Mercedes,2015,8,hamilton,1:08.455
2,Mercedes,2015,8,rosberg,1:08.655
3,Ferrari,2015,8,vettel,1:08.810
4,Williams,2015,8,massa,1:09.192
5,Force India,2015,8,hulkenberg,1:09.278
6,Williams,2015,8,bottas,1:09.319
7,Toro Rosso,2015,8,max_verstappen,1:09.612
8,Red Bull,2015,8,kvyat,1:09.694
9,Sauber,2015,8,nasr,1:09.713
10,Lotus F1,2015,8,grosjean,1:09.920
11,Lotus F1,2015,8,maldonado,1:10.374
12,Sauber,2015,8,ericsson,1:10.426
13,Toro Rosso,2015,8,sainz,1:10.465
14,Red Bull,2015,8,ricciardo,1:10.482
15,McLaren,2015,8,alonso,1:10.736
16,Force India,2015,8,perez,1:12.522
17,McLaren,2015,8,button,1:12.632
18,Ferrari,2015,8,raikkonen,1:12.867
19,Manor Marussia,2015,8,merhi,1:14.071
20,Manor Marussia,2015,8,stevens,1:15.368
1,Mercedes,2015,9,hamilton,1:32.248
2,Mercedes,2015,9,rosberg,1:32.361
3,Williams,2015,9,massa,1:33.085
4,Williams,2015,9,bottas,1:33.149
5,Ferrari,2015,9,raikkonen,1:33.379
6,Ferrari,2015,9,vettel,1:33.547
7,Red Bull,2015,9,kvyat,1:33.636
8,Toro Rosso,2015,9,sainz,1:33.649
9,Force India,2015,9,hulkenberg,1:33.673
10,Red Bull,2015,9,ricciardo,1:33.943
11,Force India,2015,9,perez,1:34.268
12,Lotus F1,2015,9,grosjean,1:34.430
13,Toro Rosso,2015,9,max_verstappen,1:34.502
14,Lotus F1,2015,9,maldonado,1:34.511
15,Sauber,2015,9,ericsson,1:34.868
16,Sauber,2015,9,nasr,1:34.888
17,McLaren,2015,9,alonso,1:34.959
18,McLaren,2015,9,button,1:35.207
19,Manor Marussia,2015,9,stevens,1:37.364
20,Manor Marussia,2015,9,merhi,1:39.377
1,Mercedes,2015,10,hamilton,1:22.020
2,Mercedes,2015,10,rosberg,1:22.595
3,Ferrari,2015,10,vettel,1:22.739
4,Red Bull,2015,10,ricciardo,1:22.774
5,Ferrari,2015,10,raikkonen,1:23.020
6,Williams,2015,10,bottas,1:23.222
7,Red Bull,2015,10,kvyat,1:23.332
8,Williams,2015,10,massa,1:23.537
9,Toro Rosso,2015,10,max_verstappen,1:23.679
10,Lotus F1,2015,10,grosjean,1:24.181
11,Force India,2015,10,hulkenberg,1:23.826
12,Toro Rosso,2015,10,sainz,1:23.869
13,Force India,2015,10,perez,1:24.461
14,Lotus F1,2015,10,maldonado,1:24.609
15,McLaren,2015,10,alonso,1:24.563
16,McLaren,2015,10,button,1:24.739
17,Sauber,2015,10,ericsson,1:24.843
18,Sauber,2015,10,nasr,1:24.997
19,Manor Marussia,2015,10,merhi,1:27.416
20,Manor Marussia,2015,10,stevens,1:27.949
1,Mercedes,2015,11,hamilton,1:47.197
2,Mercedes,2015,11,rosberg,1:47.655
3,Williams,2015,11,bottas,1:48.537
4,Lotus F1,2015,11,grosjean,1:48.561
5,Force India,2015,11,perez,1:48.599
6,Red Bull,2015,11,ricciardo,1:48.639
7,Williams,2015,11,massa,1:48.685
8,Lotus F1,2015,11,maldonado,1:48.754
9,Ferrari,2015,11,vettel,1:48.825
10,Toro Rosso,2015,11,sainz,1:49.771
11,Force India,2015,11,hulkenberg,1:49.121
12,Red Bull,2015,11,kvyat,1:49.228
13,Sauber,2015,11,ericsson,1:49.586
14,Ferrari,2015,11,raikkonen,1:49.288
15,Toro Rosso,2015,11,max_verstappen,1:49.831
16,Sauber,2015,11,nasr,1:49.952
17,McLaren,2015,11,button,1:50.978
18,McLaren,2015,11,alonso,1:51.420
19,Marussia,2015,11,stevens,1:52.948
20,Marussia,2015,11,merhi,1:53.099
1,Mercedes,2015,12,hamilton,1:23.397
2,Ferrari,2015,12,raikkonen,1:23.631
3,Ferrari,2015,12,vettel,1:23.685
4,Mercedes,2015,12,rosberg,1:23.703
5,Williams,2015,12,massa,1:23.940
6,Williams,2015,12,bottas,1:24.127
7,Force India,2015,12,perez,1:24.626
8,Lotus F1,2015,12,grosjean,1:25.054
9,Force India,2015,12,hulkenberg,1:25.317
10,Sauber,2015,12,ericsson,1:26.214
11,Lotus F1,2015,12,maldonado,1:24.525
12,Sauber,2015,12,nasr,1:24.898
13,Toro Rosso,2015,12,sainz,1:25.618
14,Red Bull,2015,12,kvyat,1:25.796
15,Red Bull,2015,12,ricciardo,1:25.633
16,McLaren,2015,12,button,1:26.058
17,McLaren,2015,12,alonso,1:26.154
18,Manor Marussia,2015,12,stevens,1:27.731
19,Manor Marussia,2015,12,merhi,1:27.912
1,Ferrari,2015,13,vettel,1:43.885
2,Red Bull,2015,13,ricciardo,1:44.428
3,Ferrari,2015,13,raikkonen,1:44.667
4,Red Bull,2015,13,kvyat,1:44.745
5,Mercedes,2015,13,hamilton,1:45.300
6,Mercedes,2015,13,rosberg,1:45.415
7,Williams,2015,13,bottas,1:45.676
8,Toro Rosso,2015,13,max_verstappen,1:45.798
9,Williams,2015,13,massa,1:46.077
10,Lotus F1,2015,13,grosjean,1:46.413
11,Force India,2015,13,hulkenberg,1:46.305
12,McLaren,2015,13,alonso,1:46.328
13,Force India,2015,13,perez,1:46.385
14,Toro Rosso,2015,13,sainz,1:46.894
15,McLaren,2015,13,button,1:47.019
16,Sauber,2015,13,nasr,1:46.965
17,Sauber,2015,13,ericsson,1:47.088
18,Lotus F1,2015,13,maldonado,1:47.323
19,Manor Marussia,2015,13,stevens,1:51.021
20,Manor Marussia,2015,13,rossi,1:51.523
1,Mercedes,2015,14,rosberg,1:32.584
2,Mercedes,2015,14,hamilton,1:32.660
3,Williams,2015,14,bottas,1:33.024
4,Ferrari,2015,14,vettel,1:33.245
5,Williams,2015,14,massa,1:33.337
6,Ferrari,2015,14,raikkonen,1:33.347
7,Red Bull,2015,14,ricciardo,1:33.497
8,Lotus F1,2015,14,grosjean,1:33.967
9,Force India,2015,14,perez,1:34.174
10,Red Bull,2015,14,kvyat,1:34.201
11,Force India,2015,14,hulkenberg,1:34.390
12,Toro Rosso,2015,14,sainz,1:34.453
13,Lotus F1,2015,14,maldonado,1:34.497
14,McLaren,2015,14,alonso,1:34.785
15,Toro Rosso,2015,14,max_verstappen,1:34.522
